Recording	Participant	TOI	Interval	Bin	Bin_duration	Category	AOI	Category	Decision	Total_duration_of_fixations
Recording3	Participant 3	Chocolate cookies	1	1	1000	Dessert	I would not buy		I would not buy	0
Recording3	Participant 3	Chocolate cookies	1	2	1000	Dessert	I would not buy		I would not buy	0
Recording3	Participant 3	Chocolate cookies	1	3	1000	Dessert	I would not buy		I would not buy	0
Recording3	Participant 3	Chocolate cookies	1	4	1000	Dessert	I would not buy		I would not buy	0
Recording3	Participant 3	Chocolate cookies	1	5	1000	Dessert	I would not buy		I would not buy	0
Recording3	Participant 3	Chocolate cookies	1	6	1000	Dessert	I would not buy		I would not buy	0
Recording3	Participant 3	Chocolate cookies	1	7	1000	Dessert	I would not buy		I would not buy	0
Recording3	Participant 3	Chocolate cookies	1	8	1000	Dessert	I would not buy		I would not buy	0
Recording3	Participant 3	Chocolate cookies	1	9	1000	Dessert	I would not buy		I would not buy	0
Recording3	Participant 3	Chocolate cookies	1	10	1000	Dessert	I would not buy		I would not buy	0
Recording3	Participant 3	Chocolate cookies	1	11	1000	Dessert	I would not buy		I would not buy	0
Recording3	Participant 3	Chocolate cookies	1	12	1000	Dessert	I would not buy		I would not buy	0
Recording3	Participant 3	Chocolate cookies	1	13	1000	Dessert	I would not buy		I would not buy	0
Recording3	Participant 3	Chocolate cookies	1	14	1000	Dessert	I would not buy		I would not buy	0
Recording3	Participant 3	Chocolate cookies	1	15	1000	Dessert	I would not buy		I would not buy	0
Recording3	Participant 3	Chocolate cookies	1	16	1000	Dessert	I would not buy		I would not buy	0
Recording3	Participant 3	Chocolate cookies	1	17	1000	Dessert	I would not buy		I would not buy	0
Recording3	Participant 3	Chocolate cookies	1	18	1000	Dessert	I would not buy		I would not buy	0
Recording3	Participant 3	Chocolate cookies	1	19	1000	Dessert	I would not buy		I would not buy	0
Recording3	Participant 3	Chocolate cookies	1	20	1000	Dessert	I would not buy		I would not buy	0
Recording3	Participant 3	Chocolate cookies	1	21	1000	Dessert	I would not buy		I would not buy	0
Recording3	Participant 3	Chocolate cookies	1	22	1000	Dessert	I would not buy		I would not buy	0
Recording3	Participant 3	Chocolate cookies	1	23	1000	Dessert	I would not buy		I would not buy	0
Recording3	Participant 3	Chocolate cookies	1	24	1000	Dessert	I would not buy		I would not buy	444
Recording3	Participant 3	Chocolate cookies	1	25	1000	Dessert	I would not buy		I would not buy	884
Recording3	Participant 3	Chocolate cookies	1	26	1000	Dessert	I would not buy		I would not buy	456
Recording3	Participant 3	Chocolate cookies	1	27	9	Dessert	I would not buy		I would not buy	0
Recording3	Participant 3	Chocolate cookies	1	1	1000	Dessert	Ingredients	Ingredients		0
Recording3	Participant 3	Chocolate cookies	1	2	1000	Dessert	Ingredients	Ingredients		0
Recording3	Participant 3	Chocolate cookies	1	3	1000	Dessert	Ingredients	Ingredients		0
Recording3	Participant 3	Chocolate cookies	1	4	1000	Dessert	Ingredients	Ingredients		0
Recording3	Participant 3	Chocolate cookies	1	5	1000	Dessert	Ingredients	Ingredients		0
Recording3	Participant 3	Chocolate cookies	1	6	1000	Dessert	Ingredients	Ingredients		0
Recording3	Participant 3	Chocolate cookies	1	7	1000	Dessert	Ingredients	Ingredients		0
Recording3	Participant 3	Chocolate cookies	1	8	1000	Dessert	Ingredients	Ingredients		0
Recording3	Participant 3	Chocolate cookies	1	9	1000	Dessert	Ingredients	Ingredients		0
Recording3	Participant 3	Chocolate cookies	1	10	1000	Dessert	Ingredients	Ingredients		0
Recording3	Participant 3	Chocolate cookies	1	11	1000	Dessert	Ingredients	Ingredients		0
Recording3	Participant 3	Chocolate cookies	1	12	1000	Dessert	Ingredients	Ingredients		0
Recording3	Participant 3	Chocolate cookies	1	13	1000	Dessert	Ingredients	Ingredients		0
Recording3	Participant 3	Chocolate cookies	1	14	1000	Dessert	Ingredients	Ingredients		0
Recording3	Participant 3	Chocolate cookies	1	15	1000	Dessert	Ingredients	Ingredients		0
Recording3	Participant 3	Chocolate cookies	1	16	1000	Dessert	Ingredients	Ingredients		0
Recording3	Participant 3	Chocolate cookies	1	17	1000	Dessert	Ingredients	Ingredients		0
Recording3	Participant 3	Chocolate cookies	1	18	1000	Dessert	Ingredients	Ingredients		120
Recording3	Participant 3	Chocolate cookies	1	19	1000	Dessert	Ingredients	Ingredients		720
Recording3	Participant 3	Chocolate cookies	1	20	1000	Dessert	Ingredients	Ingredients		984
Recording3	Participant 3	Chocolate cookies	1	21	1000	Dessert	Ingredients	Ingredients		928
Recording3	Participant 3	Chocolate cookies	1	22	1000	Dessert	Ingredients	Ingredients		964
Recording3	Participant 3	Chocolate cookies	1	23	1000	Dessert	Ingredients	Ingredients		932
Recording3	Participant 3	Chocolate cookies	1	24	1000	Dessert	Ingredients	Ingredients		368
Recording3	Participant 3	Chocolate cookies	1	25	1000	Dessert	Ingredients	Ingredients		0
Recording3	Participant 3	Chocolate cookies	1	26	1000	Dessert	Ingredients	Ingredients		0
Recording3	Participant 3	Chocolate cookies	1	27	9	Dessert	Ingredients	Ingredients		0
Recording3	Participant 3	Chocolate cookies	1	1	1000	Dessert	Nutrition Label	Nutrition Label		228
Recording3	Participant 3	Chocolate cookies	1	2	1000	Dessert	Nutrition Label	Nutrition Label		416
Recording3	Participant 3	Chocolate cookies	1	3	1000	Dessert	Nutrition Label	Nutrition Label		12
Recording3	Participant 3	Chocolate cookies	1	4	1000	Dessert	Nutrition Label	Nutrition Label		940
Recording3	Participant 3	Chocolate cookies	1	5	1000	Dessert	Nutrition Label	Nutrition Label		960
Recording3	Participant 3	Chocolate cookies	1	6	1000	Dessert	Nutrition Label	Nutrition Label		924
Recording3	Participant 3	Chocolate cookies	1	7	1000	Dessert	Nutrition Label	Nutrition Label		584
Recording3	Participant 3	Chocolate cookies	1	8	1000	Dessert	Nutrition Label	Nutrition Label		936
Recording3	Participant 3	Chocolate cookies	1	9	1000	Dessert	Nutrition Label	Nutrition Label		916
Recording3	Participant 3	Chocolate cookies	1	10	1000	Dessert	Nutrition Label	Nutrition Label		916
Recording3	Participant 3	Chocolate cookies	1	11	1000	Dessert	Nutrition Label	Nutrition Label		840
Recording3	Participant 3	Chocolate cookies	1	12	1000	Dessert	Nutrition Label	Nutrition Label		940
Recording3	Participant 3	Chocolate cookies	1	13	1000	Dessert	Nutrition Label	Nutrition Label		924
Recording3	Participant 3	Chocolate cookies	1	14	1000	Dessert	Nutrition Label	Nutrition Label		980
Recording3	Participant 3	Chocolate cookies	1	15	1000	Dessert	Nutrition Label	Nutrition Label		904
Recording3	Participant 3	Chocolate cookies	1	16	1000	Dessert	Nutrition Label	Nutrition Label		908
Recording3	Participant 3	Chocolate cookies	1	17	1000	Dessert	Nutrition Label	Nutrition Label		852
Recording3	Participant 3	Chocolate cookies	1	18	1000	Dessert	Nutrition Label	Nutrition Label		432
Recording3	Participant 3	Chocolate cookies	1	19	1000	Dessert	Nutrition Label	Nutrition Label		0
Recording3	Participant 3	Chocolate cookies	1	20	1000	Dessert	Nutrition Label	Nutrition Label		0
Recording3	Participant 3	Chocolate cookies	1	21	1000	Dessert	Nutrition Label	Nutrition Label		0
Recording3	Participant 3	Chocolate cookies	1	22	1000	Dessert	Nutrition Label	Nutrition Label		0
Recording3	Participant 3	Chocolate cookies	1	23	1000	Dessert	Nutrition Label	Nutrition Label		0
Recording3	Participant 3	Chocolate cookies	1	24	1000	Dessert	Nutrition Label	Nutrition Label		0
Recording3	Participant 3	Chocolate cookies	1	25	1000	Dessert	Nutrition Label	Nutrition Label		0
Recording3	Participant 3	Chocolate cookies	1	26	1000	Dessert	Nutrition Label	Nutrition Label		0
Recording3	Participant 3	Chocolate cookies	1	27	9	Dessert	Nutrition Label	Nutrition Label		0
Recording3	Participant 3	Chocolate cookies	1	1	1000	Dessert	Picture	Picture		592
Recording3	Participant 3	Chocolate cookies	1	2	1000	Dessert	Picture	Picture		0
Recording3	Participant 3	Chocolate cookies	1	3	1000	Dessert	Picture	Picture		0
Recording3	Participant 3	Chocolate cookies	1	4	1000	Dessert	Picture	Picture		0
Recording3	Participant 3	Chocolate cookies	1	5	1000	Dessert	Picture	Picture		0
Recording3	Participant 3	Chocolate cookies	1	6	1000	Dessert	Picture	Picture		0
Recording3	Participant 3	Chocolate cookies	1	7	1000	Dessert	Picture	Picture		0
Recording3	Participant 3	Chocolate cookies	1	8	1000	Dessert	Picture	Picture		0
Recording3	Participant 3	Chocolate cookies	1	9	1000	Dessert	Picture	Picture		0
Recording3	Participant 3	Chocolate cookies	1	10	1000	Dessert	Picture	Picture		0
Recording3	Participant 3	Chocolate cookies	1	11	1000	Dessert	Picture	Picture		0
Recording3	Participant 3	Chocolate cookies	1	12	1000	Dessert	Picture	Picture		0
Recording3	Participant 3	Chocolate cookies	1	13	1000	Dessert	Picture	Picture		0
Recording3	Participant 3	Chocolate cookies	1	14	1000	Dessert	Picture	Picture		0
Recording3	Participant 3	Chocolate cookies	1	15	1000	Dessert	Picture	Picture		0
Recording3	Participant 3	Chocolate cookies	1	16	1000	Dessert	Picture	Picture		0
Recording3	Participant 3	Chocolate cookies	1	17	1000	Dessert	Picture	Picture		0
Recording3	Participant 3	Chocolate cookies	1	18	1000	Dessert	Picture	Picture		0
Recording3	Participant 3	Chocolate cookies	1	19	1000	Dessert	Picture	Picture		0
Recording3	Participant 3	Chocolate cookies	1	20	1000	Dessert	Picture	Picture		0
Recording3	Participant 3	Chocolate cookies	1	21	1000	Dessert	Picture	Picture		0
Recording3	Participant 3	Chocolate cookies	1	22	1000	Dessert	Picture	Picture		0
Recording3	Participant 3	Chocolate cookies	1	23	1000	Dessert	Picture	Picture		0
Recording3	Participant 3	Chocolate cookies	1	24	1000	Dessert	Picture	Picture		0
Recording3	Participant 3	Chocolate cookies	1	25	1000	Dessert	Picture	Picture		0
Recording3	Participant 3	Chocolate cookies	1	26	1000	Dessert	Picture	Picture		240
Recording3	Participant 3	Chocolate cookies	1	27	9	Dessert	Picture	Picture		0
Recording3	Participant 3	Chocolate cookies	1	1	1000	Dessert	Price	Price		0
Recording3	Participant 3	Chocolate cookies	1	2	1000	Dessert	Price	Price		0
Recording3	Participant 3	Chocolate cookies	1	3	1000	Dessert	Price	Price		124
Recording3	Participant 3	Chocolate cookies	1	4	1000	Dessert	Price	Price		0
Recording3	Participant 3	Chocolate cookies	1	5	1000	Dessert	Price	Price		0
Recording3	Participant 3	Chocolate cookies	1	6	1000	Dessert	Price	Price		0
Recording3	Participant 3	Chocolate cookies	1	7	1000	Dessert	Price	Price		0
Recording3	Participant 3	Chocolate cookies	1	8	1000	Dessert	Price	Price		0
Recording3	Participant 3	Chocolate cookies	1	9	1000	Dessert	Price	Price		0
Recording3	Participant 3	Chocolate cookies	1	10	1000	Dessert	Price	Price		0
Recording3	Participant 3	Chocolate cookies	1	11	1000	Dessert	Price	Price		0
Recording3	Participant 3	Chocolate cookies	1	12	1000	Dessert	Price	Price		0
Recording3	Participant 3	Chocolate cookies	1	13	1000	Dessert	Price	Price		0
Recording3	Participant 3	Chocolate cookies	1	14	1000	Dessert	Price	Price		0
Recording3	Participant 3	Chocolate cookies	1	15	1000	Dessert	Price	Price		0
Recording3	Participant 3	Chocolate cookies	1	16	1000	Dessert	Price	Price		0
Recording3	Participant 3	Chocolate cookies	1	17	1000	Dessert	Price	Price		0
Recording3	Participant 3	Chocolate cookies	1	18	1000	Dessert	Price	Price		256
Recording3	Participant 3	Chocolate cookies	1	19	1000	Dessert	Price	Price		200
Recording3	Participant 3	Chocolate cookies	1	20	1000	Dessert	Price	Price		0
Recording3	Participant 3	Chocolate cookies	1	21	1000	Dessert	Price	Price		0
Recording3	Participant 3	Chocolate cookies	1	22	1000	Dessert	Price	Price		0
Recording3	Participant 3	Chocolate cookies	1	23	1000	Dessert	Price	Price		0
Recording3	Participant 3	Chocolate cookies	1	24	1000	Dessert	Price	Price		0
Recording3	Participant 3	Chocolate cookies	1	25	1000	Dessert	Price	Price		0
Recording3	Participant 3	Chocolate cookies	1	26	1000	Dessert	Price	Price		0
Recording3	Participant 3	Chocolate cookies	1	27	9	Dessert	Price	Price		0
Recording3	Participant 3	Ice cream	1	1	1000	Dessert	I would buy		I would buy	0
Recording3	Participant 3	Ice cream	1	2	1000	Dessert	I would buy		I would buy	0
Recording3	Participant 3	Ice cream	1	3	1000	Dessert	I would buy		I would buy	0
Recording3	Participant 3	Ice cream	1	4	1000	Dessert	I would buy		I would buy	0
Recording3	Participant 3	Ice cream	1	5	1000	Dessert	I would buy		I would buy	0
Recording3	Participant 3	Ice cream	1	6	1000	Dessert	I would buy		I would buy	0
Recording3	Participant 3	Ice cream	1	7	1000	Dessert	I would buy		I would buy	0
Recording3	Participant 3	Ice cream	1	8	1000	Dessert	I would buy		I would buy	0
Recording3	Participant 3	Ice cream	1	9	1000	Dessert	I would buy		I would buy	0
Recording3	Participant 3	Ice cream	1	10	1000	Dessert	I would buy		I would buy	0
Recording3	Participant 3	Ice cream	1	11	1000	Dessert	I would buy		I would buy	0
Recording3	Participant 3	Ice cream	1	12	1000	Dessert	I would buy		I would buy	0
Recording3	Participant 3	Ice cream	1	13	1000	Dessert	I would buy		I would buy	0
Recording3	Participant 3	Ice cream	1	14	1000	Dessert	I would buy		I would buy	0
Recording3	Participant 3	Ice cream	1	15	1000	Dessert	I would buy		I would buy	0
Recording3	Participant 3	Ice cream	1	16	1000	Dessert	I would buy		I would buy	0
Recording3	Participant 3	Ice cream	1	17	1000	Dessert	I would buy		I would buy	0
Recording3	Participant 3	Ice cream	1	18	1000	Dessert	I would buy		I would buy	0
Recording3	Participant 3	Ice cream	1	19	1000	Dessert	I would buy		I would buy	0
Recording3	Participant 3	Ice cream	1	20	1000	Dessert	I would buy		I would buy	0
Recording3	Participant 3	Ice cream	1	21	1000	Dessert	I would buy		I would buy	0
Recording3	Participant 3	Ice cream	1	22	1000	Dessert	I would buy		I would buy	22
Recording3	Participant 3	Ice cream	1	23	956	Dessert	I would buy		I would buy	546
Recording3	Participant 3	Ice cream	1	1	1000	Dessert	I would not buy		I would not buy	0
Recording3	Participant 3	Ice cream	1	2	1000	Dessert	I would not buy		I would not buy	0
Recording3	Participant 3	Ice cream	1	3	1000	Dessert	I would not buy		I would not buy	0
Recording3	Participant 3	Ice cream	1	4	1000	Dessert	I would not buy		I would not buy	0
Recording3	Participant 3	Ice cream	1	5	1000	Dessert	I would not buy		I would not buy	0
Recording3	Participant 3	Ice cream	1	6	1000	Dessert	I would not buy		I would not buy	0
Recording3	Participant 3	Ice cream	1	7	1000	Dessert	I would not buy		I would not buy	0
Recording3	Participant 3	Ice cream	1	8	1000	Dessert	I would not buy		I would not buy	0
Recording3	Participant 3	Ice cream	1	9	1000	Dessert	I would not buy		I would not buy	0
Recording3	Participant 3	Ice cream	1	10	1000	Dessert	I would not buy		I would not buy	0
Recording3	Participant 3	Ice cream	1	11	1000	Dessert	I would not buy		I would not buy	0
Recording3	Participant 3	Ice cream	1	12	1000	Dessert	I would not buy		I would not buy	0
Recording3	Participant 3	Ice cream	1	13	1000	Dessert	I would not buy		I would not buy	0
Recording3	Participant 3	Ice cream	1	14	1000	Dessert	I would not buy		I would not buy	0
Recording3	Participant 3	Ice cream	1	15	1000	Dessert	I would not buy		I would not buy	0
Recording3	Participant 3	Ice cream	1	16	1000	Dessert	I would not buy		I would not buy	0
Recording3	Participant 3	Ice cream	1	17	1000	Dessert	I would not buy		I would not buy	0
Recording3	Participant 3	Ice cream	1	18	1000	Dessert	I would not buy		I would not buy	0
Recording3	Participant 3	Ice cream	1	19	1000	Dessert	I would not buy		I would not buy	0
Recording3	Participant 3	Ice cream	1	20	1000	Dessert	I would not buy		I would not buy	0
Recording3	Participant 3	Ice cream	1	21	1000	Dessert	I would not buy		I would not buy	0
Recording3	Participant 3	Ice cream	1	22	1000	Dessert	I would not buy		I would not buy	0
Recording3	Participant 3	Ice cream	1	23	956	Dessert	I would not buy		I would not buy	0
Recording3	Participant 3	Ice cream	1	1	1000	Dessert	Ingredients	Ingredients		0
Recording3	Participant 3	Ice cream	1	2	1000	Dessert	Ingredients	Ingredients		0
Recording3	Participant 3	Ice cream	1	3	1000	Dessert	Ingredients	Ingredients		0
Recording3	Participant 3	Ice cream	1	4	1000	Dessert	Ingredients	Ingredients		0
Recording3	Participant 3	Ice cream	1	5	1000	Dessert	Ingredients	Ingredients		0
Recording3	Participant 3	Ice cream	1	6	1000	Dessert	Ingredients	Ingredients		0
Recording3	Participant 3	Ice cream	1	7	1000	Dessert	Ingredients	Ingredients		0
Recording3	Participant 3	Ice cream	1	8	1000	Dessert	Ingredients	Ingredients		0
Recording3	Participant 3	Ice cream	1	9	1000	Dessert	Ingredients	Ingredients		0
Recording3	Participant 3	Ice cream	1	10	1000	Dessert	Ingredients	Ingredients		0
Recording3	Participant 3	Ice cream	1	11	1000	Dessert	Ingredients	Ingredients		0
Recording3	Participant 3	Ice cream	1	12	1000	Dessert	Ingredients	Ingredients		398
Recording3	Participant 3	Ice cream	1	13	1000	Dessert	Ingredients	Ingredients		948
Recording3	Participant 3	Ice cream	1	14	1000	Dessert	Ingredients	Ingredients		940
Recording3	Participant 3	Ice cream	1	15	1000	Dessert	Ingredients	Ingredients		916
Recording3	Participant 3	Ice cream	1	16	1000	Dessert	Ingredients	Ingredients		888
Recording3	Participant 3	Ice cream	1	17	1000	Dessert	Ingredients	Ingredients		880
Recording3	Participant 3	Ice cream	1	18	1000	Dessert	Ingredients	Ingredients		858
Recording3	Participant 3	Ice cream	1	19	1000	Dessert	Ingredients	Ingredients		426
Recording3	Participant 3	Ice cream	1	20	1000	Dessert	Ingredients	Ingredients		924
Recording3	Participant 3	Ice cream	1	21	1000	Dessert	Ingredients	Ingredients		594
Recording3	Participant 3	Ice cream	1	22	1000	Dessert	Ingredients	Ingredients		0
Recording3	Participant 3	Ice cream	1	23	956	Dessert	Ingredients	Ingredients		0
Recording3	Participant 3	Ice cream	1	1	1000	Dessert	Nutrition Label	Nutrition Label		0
Recording3	Participant 3	Ice cream	1	2	1000	Dessert	Nutrition Label	Nutrition Label		606
Recording3	Participant 3	Ice cream	1	3	1000	Dessert	Nutrition Label	Nutrition Label		860
Recording3	Participant 3	Ice cream	1	4	1000	Dessert	Nutrition Label	Nutrition Label		872
Recording3	Participant 3	Ice cream	1	5	1000	Dessert	Nutrition Label	Nutrition Label		912
Recording3	Participant 3	Ice cream	1	6	1000	Dessert	Nutrition Label	Nutrition Label		932
Recording3	Participant 3	Ice cream	1	7	1000	Dessert	Nutrition Label	Nutrition Label		888
Recording3	Participant 3	Ice cream	1	8	1000	Dessert	Nutrition Label	Nutrition Label		984
Recording3	Participant 3	Ice cream	1	9	1000	Dessert	Nutrition Label	Nutrition Label		880
Recording3	Participant 3	Ice cream	1	10	1000	Dessert	Nutrition Label	Nutrition Label		880
Recording3	Participant 3	Ice cream	1	11	1000	Dessert	Nutrition Label	Nutrition Label		844
Recording3	Participant 3	Ice cream	1	12	1000	Dessert	Nutrition Label	Nutrition Label		402
Recording3	Participant 3	Ice cream	1	13	1000	Dessert	Nutrition Label	Nutrition Label		0
Recording3	Participant 3	Ice cream	1	14	1000	Dessert	Nutrition Label	Nutrition Label		0
Recording3	Participant 3	Ice cream	1	15	1000	Dessert	Nutrition Label	Nutrition Label		0
Recording3	Participant 3	Ice cream	1	16	1000	Dessert	Nutrition Label	Nutrition Label		0
Recording3	Participant 3	Ice cream	1	17	1000	Dessert	Nutrition Label	Nutrition Label		0
Recording3	Participant 3	Ice cream	1	18	1000	Dessert	Nutrition Label	Nutrition Label		0
Recording3	Participant 3	Ice cream	1	19	1000	Dessert	Nutrition Label	Nutrition Label		0
Recording3	Participant 3	Ice cream	1	20	1000	Dessert	Nutrition Label	Nutrition Label		0
Recording3	Participant 3	Ice cream	1	21	1000	Dessert	Nutrition Label	Nutrition Label		0
Recording3	Participant 3	Ice cream	1	22	1000	Dessert	Nutrition Label	Nutrition Label		0
Recording3	Participant 3	Ice cream	1	23	956	Dessert	Nutrition Label	Nutrition Label		0
Recording3	Participant 3	Ice cream	1	1	1000	Dessert	Picture	Picture		250
Recording3	Participant 3	Ice cream	1	2	1000	Dessert	Picture	Picture		0
Recording3	Participant 3	Ice cream	1	3	1000	Dessert	Picture	Picture		0
Recording3	Participant 3	Ice cream	1	4	1000	Dessert	Picture	Picture		0
Recording3	Participant 3	Ice cream	1	5	1000	Dessert	Picture	Picture		0
Recording3	Participant 3	Ice cream	1	6	1000	Dessert	Picture	Picture		0
Recording3	Participant 3	Ice cream	1	7	1000	Dessert	Picture	Picture		0
Recording3	Participant 3	Ice cream	1	8	1000	Dessert	Picture	Picture		0
Recording3	Participant 3	Ice cream	1	9	1000	Dessert	Picture	Picture		0
Recording3	Participant 3	Ice cream	1	10	1000	Dessert	Picture	Picture		0
Recording3	Participant 3	Ice cream	1	11	1000	Dessert	Picture	Picture		0
Recording3	Participant 3	Ice cream	1	12	1000	Dessert	Picture	Picture		0
Recording3	Participant 3	Ice cream	1	13	1000	Dessert	Picture	Picture		0
Recording3	Participant 3	Ice cream	1	14	1000	Dessert	Picture	Picture		0
Recording3	Participant 3	Ice cream	1	15	1000	Dessert	Picture	Picture		0
Recording3	Participant 3	Ice cream	1	16	1000	Dessert	Picture	Picture		0
Recording3	Participant 3	Ice cream	1	17	1000	Dessert	Picture	Picture		0
Recording3	Participant 3	Ice cream	1	18	1000	Dessert	Picture	Picture		54
Recording3	Participant 3	Ice cream	1	19	1000	Dessert	Picture	Picture		454
Recording3	Participant 3	Ice cream	1	20	1000	Dessert	Picture	Picture		0
Recording3	Participant 3	Ice cream	1	21	1000	Dessert	Picture	Picture		314
Recording3	Participant 3	Ice cream	1	22	1000	Dessert	Picture	Picture		850
Recording3	Participant 3	Ice cream	1	23	956	Dessert	Picture	Picture		128
Recording3	Participant 3	Ice cream	1	1	1000	Dessert	Price	Price		0
Recording3	Participant 3	Ice cream	1	2	1000	Dessert	Price	Price		0
Recording3	Participant 3	Ice cream	1	3	1000	Dessert	Price	Price		0
Recording3	Participant 3	Ice cream	1	4	1000	Dessert	Price	Price		0
Recording3	Participant 3	Ice cream	1	5	1000	Dessert	Price	Price		0
Recording3	Participant 3	Ice cream	1	6	1000	Dessert	Price	Price		0
Recording3	Participant 3	Ice cream	1	7	1000	Dessert	Price	Price		0
Recording3	Participant 3	Ice cream	1	8	1000	Dessert	Price	Price		0
Recording3	Participant 3	Ice cream	1	9	1000	Dessert	Price	Price		0
Recording3	Participant 3	Ice cream	1	10	1000	Dessert	Price	Price		0
Recording3	Participant 3	Ice cream	1	11	1000	Dessert	Price	Price		0
Recording3	Participant 3	Ice cream	1	12	1000	Dessert	Price	Price		0
Recording3	Participant 3	Ice cream	1	13	1000	Dessert	Price	Price		0
Recording3	Participant 3	Ice cream	1	14	1000	Dessert	Price	Price		0
Recording3	Participant 3	Ice cream	1	15	1000	Dessert	Price	Price		0
Recording3	Participant 3	Ice cream	1	16	1000	Dessert	Price	Price		0
Recording3	Participant 3	Ice cream	1	17	1000	Dessert	Price	Price		0
Recording3	Participant 3	Ice cream	1	18	1000	Dessert	Price	Price		0
Recording3	Participant 3	Ice cream	1	19	1000	Dessert	Price	Price		0
Recording3	Participant 3	Ice cream	1	20	1000	Dessert	Price	Price		0
Recording3	Participant 3	Ice cream	1	21	1000	Dessert	Price	Price		0
Recording3	Participant 3	Ice cream	1	22	1000	Dessert	Price	Price		0
Recording3	Participant 3	Ice cream	1	23	956	Dessert	Price	Price		0
Recording3	Participant 3	Oat cookies	1	1	1000	Dessert	I would buy		I would buy	0
Recording3	Participant 3	Oat cookies	1	2	1000	Dessert	I would buy		I would buy	0
Recording3	Participant 3	Oat cookies	1	3	1000	Dessert	I would buy		I would buy	0
Recording3	Participant 3	Oat cookies	1	4	1000	Dessert	I would buy		I would buy	0
Recording3	Participant 3	Oat cookies	1	5	1000	Dessert	I would buy		I would buy	0
Recording3	Participant 3	Oat cookies	1	6	1000	Dessert	I would buy		I would buy	0
Recording3	Participant 3	Oat cookies	1	7	1000	Dessert	I would buy		I would buy	0
Recording3	Participant 3	Oat cookies	1	8	1000	Dessert	I would buy		I would buy	0
Recording3	Participant 3	Oat cookies	1	9	1000	Dessert	I would buy		I would buy	0
Recording3	Participant 3	Oat cookies	1	10	1000	Dessert	I would buy		I would buy	0
Recording3	Participant 3	Oat cookies	1	11	1000	Dessert	I would buy		I would buy	0
Recording3	Participant 3	Oat cookies	1	12	1000	Dessert	I would buy		I would buy	0
Recording3	Participant 3	Oat cookies	1	13	1000	Dessert	I would buy		I would buy	0
Recording3	Participant 3	Oat cookies	1	14	1000	Dessert	I would buy		I would buy	0
Recording3	Participant 3	Oat cookies	1	15	1000	Dessert	I would buy		I would buy	0
Recording3	Participant 3	Oat cookies	1	16	1000	Dessert	I would buy		I would buy	0
Recording3	Participant 3	Oat cookies	1	17	1000	Dessert	I would buy		I would buy	0
Recording3	Participant 3	Oat cookies	1	18	1000	Dessert	I would buy		I would buy	0
Recording3	Participant 3	Oat cookies	1	19	1000	Dessert	I would buy		I would buy	0
Recording3	Participant 3	Oat cookies	1	20	1000	Dessert	I would buy		I would buy	0
Recording3	Participant 3	Oat cookies	1	21	1000	Dessert	I would buy		I would buy	0
Recording3	Participant 3	Oat cookies	1	22	1000	Dessert	I would buy		I would buy	0
Recording3	Participant 3	Oat cookies	1	23	1000	Dessert	I would buy		I would buy	0
Recording3	Participant 3	Oat cookies	1	24	1000	Dessert	I would buy		I would buy	164
Recording3	Participant 3	Oat cookies	1	25	224	Dessert	I would buy		I would buy	0
Recording3	Participant 3	Oat cookies	1	1	1000	Dessert	I would not buy		I would not buy	0
Recording3	Participant 3	Oat cookies	1	2	1000	Dessert	I would not buy		I would not buy	0
Recording3	Participant 3	Oat cookies	1	3	1000	Dessert	I would not buy		I would not buy	0
Recording3	Participant 3	Oat cookies	1	4	1000	Dessert	I would not buy		I would not buy	0
Recording3	Participant 3	Oat cookies	1	5	1000	Dessert	I would not buy		I would not buy	0
Recording3	Participant 3	Oat cookies	1	6	1000	Dessert	I would not buy		I would not buy	0
Recording3	Participant 3	Oat cookies	1	7	1000	Dessert	I would not buy		I would not buy	0
Recording3	Participant 3	Oat cookies	1	8	1000	Dessert	I would not buy		I would not buy	0
Recording3	Participant 3	Oat cookies	1	9	1000	Dessert	I would not buy		I would not buy	0
Recording3	Participant 3	Oat cookies	1	10	1000	Dessert	I would not buy		I would not buy	0
Recording3	Participant 3	Oat cookies	1	11	1000	Dessert	I would not buy		I would not buy	0
Recording3	Participant 3	Oat cookies	1	12	1000	Dessert	I would not buy		I would not buy	0
Recording3	Participant 3	Oat cookies	1	13	1000	Dessert	I would not buy		I would not buy	0
Recording3	Participant 3	Oat cookies	1	14	1000	Dessert	I would not buy		I would not buy	0
Recording3	Participant 3	Oat cookies	1	15	1000	Dessert	I would not buy		I would not buy	0
Recording3	Participant 3	Oat cookies	1	16	1000	Dessert	I would not buy		I would not buy	0
Recording3	Participant 3	Oat cookies	1	17	1000	Dessert	I would not buy		I would not buy	0
Recording3	Participant 3	Oat cookies	1	18	1000	Dessert	I would not buy		I would not buy	0
Recording3	Participant 3	Oat cookies	1	19	1000	Dessert	I would not buy		I would not buy	0
Recording3	Participant 3	Oat cookies	1	20	1000	Dessert	I would not buy		I would not buy	0
Recording3	Participant 3	Oat cookies	1	21	1000	Dessert	I would not buy		I would not buy	0
Recording3	Participant 3	Oat cookies	1	22	1000	Dessert	I would not buy		I would not buy	0
Recording3	Participant 3	Oat cookies	1	23	1000	Dessert	I would not buy		I would not buy	0
Recording3	Participant 3	Oat cookies	1	24	1000	Dessert	I would not buy		I would not buy	0
Recording3	Participant 3	Oat cookies	1	25	224	Dessert	I would not buy		I would not buy	0
